pos x,pos y,ori,major axis len,minor axis len,body area,fg area,img contrast,min fg dist,wing l x,wing l y,wing r x,wing r y,wing l ang,wing l len,wing r ang,wing r len,leg 1 x,leg 1 y,leg 2 x,leg 2 y,leg 3 x,leg 3 y,leg 4 x,leg 4 y,leg 5 x,leg 5 y,leg 6 x,leg 6 y,leg 1 ang,leg 2 ang,leg 3 ang,leg 4 ang,leg 5 ang,leg 6 ang,vel,ang_vel,min_wing_ang,max_wing_ang,mean_wing_length,axis_ratio,fg_body_ratio,contrast,dist_to_wall
415.35,40.968,1.2923,7.9639,5.1979,31,32,1.388,11.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1.1102e-14,NaN,NaN,NaN,1.5321,1.0323,1.388,2.4748
415.35,40.968,1.2923,7.9639,5.1979,31,32,1.388,11.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.66565,0.21308,NaN,NaN,NaN,1.4874,1.0414,1.3867,2.4748
415.28,41.207,1.3093,7.2026,5.3231,29,31,1.3827,10.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3313,0.42616,NaN,NaN,NaN,1.3978,1.0598,1.3843,2.4748
415.28,41.207,1.3093,7.2026,5.3231,29,31,1.3838,10.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44549,3.2295,NaN,NaN,NaN,1.3584,1.0902,1.3757,2.4748
415.19,40.923,1.068,6.9548,5.0607,26,30,1.3526,10.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1553,6.7905,NaN,NaN,NaN,1.4135,1.112,1.3648,2.4748
415.29,40.679,1.1286,7.6917,4.9544,28,30,1.3703,9.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3966,5.2893,NaN,NaN,NaN,1.4634,1.1126,1.3627,2.4748
415.19,40.923,1.068,6.9548,5.0607,26,30,1.3576,9.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.69177,2.2729,NaN,NaN,NaN,1.4188,1.1332,1.3595,2.4748
415.19,40.923,1.068,6.9548,5.0607,26,30,1.3526,9.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.69177,0.75763,NaN,NaN,NaN,1.3743,1.1442,1.3559,2.4748
415.19,40.923,1.068,6.9548,5.0607,26,29,1.3607,8.544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1.1102e-14,NaN,NaN,NaN,1.3743,1.125,1.3585,2.4748
415.19,40.923,1.068,6.9548,5.0607,26,29,1.3599,8.0623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30178,1.0213,NaN,NaN,NaN,1.3849,1.1143,1.3623,2.4748
